place_id,place_name,alternate_names,state,state_code,union_territory,district,city,city_id,place_type,primary_category,secondary_categories,subcategory,tourism_theme,recommended_for,family_friendly,couple_friendly,solo_friendly,kids_friendly,elderly_friendly,friends_friendly,adventure_friendly,spiritual_friendly,photography_friendly,nature_friendly,history_friendly,family_score,couple_score,solo_score,adventure_score,spiritual_score,nature_score,history_score,photography_score,latitude,longitude,address,google_maps_url,distance_from_city_center_km,nearest_landmark,opening_time,closing_time,weekly_off,entry_fee,currency,estimated_visit_duration_hours,best_time_to_visit,official_website,image_url,source,source_url,source_count,last_verified,verification_status,data_confidence,is_major_destination,is_popular,is_hidden_gem,is_offbeat,is_featured,priority_score,flag_activity_phrase,rating,review_count,description,short_description,establishment_year
PL-01079,Princess Street,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.2,," Princess Street is famous for its quaint old world charm and bizarreness of European homes built in the Dutch, British, French, and Portuguese style. Most of these homes allow visitors to see the interiors as well. ",,
PL-01080,Puthenthode Beach,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," Located at a distance of 12 kms from Kochi in Chellanam, Puthenthode Beach is a relatively newly made beach. Slightly smaller in area than the other beaches with only half a km in length, it is popular for its peaceful vibe and calm environs.  ",,
PL-01081,Puthuvype Beach,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," Puthuvype is a 3 kms long beach situated in Puthuvype near the lighthouse in Kochi, Kerala. One among the least explored beaches of Kochi, the highlight of the beach is also a lighthouse. Still unexploited by tourists, the beach is crowded by the fisherfolks at work. You can visit on a weekend for a perfect break from the city in peace and solitude. ",,
PL-01082,Rainbow Hanging Bridge,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," One of the most popular attractions in Kochi, Kerala, the Rainbow Hanging Bridge in Ernakulam is connected to the Marine Drive. This arched bridge overlooks the expansive sea and is known for being an excellent place for taking a morning or evening walk since it has a pedestrian promenade. ",,
PL-01083,Santa Cruz Basilica,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.3,," Constructed in the year 1505, this Catholic Church located in Fort Kochi is famous for its Gothic style of architecture and Portuguese interiors. ",,
PL-01084,Santhanagopala-Krishnaswamy Temple,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.2,, Santhanagopala-Krishnaswamy Temple is an ancient temple with the inscriptions found here that dates the founding of the temple to 947 AD. Thus this beautiful temple is regarded as one of the oldest temples found in all India. ,,
PL-01085,St Francis Church,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.7,," St. Francis Church in Kochi, which finely exhibits Portuguese architecture, is believed to be one of a kind amongst all the European churches which were constructed in India. It was constructed in the 15th century by the Portuguese traders. Vasco-da-Gama, the famous explorer, was buried in this church when he died in 1524, on his third visit to India. His remains were moved to Lisbon after fourteen years but his gravestone is still present in the church.

 ",,
PL-01086,Subhash Park,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," Popularly known as Subhash Park, the Subhash Chandra Bose Park is situated along Marine Drive in Kochi, Kerala. The park, which overlooks the serene backwaters of Vembanad Lake and Kochi Harbour on one side and a bunch of trees on the other, is an excellent place for people to come and relax. ",,
PL-01087,Sunset Cruise,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.2,," The Sunset Cruise on the Arabian waters is an amazing 2 hour journey beginning from Marine Drive in Kochi during the time of sunset. The cruise covers Fort Kochi, Chinese fishing nets, Mattancherry, Bolgatty Island, Willingdon Island and the Cochin shipyard. ",,
PL-01088,Thirikkakara Vamanamoorthy Temple,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.2,," Containing lithic records of historical significance, Thirikkakara Vamanamoorthy Temple hosts the spectacular secular Onam feast every year in the Malayalee month of Chingam which falls typically between August and September. ",,
PL-01089,Vallarpadam,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," Quietly nestled in the middle of the Vembanad Lake in Kochi, Vallarpadam is one part of the group of islands in the state of Kerala- the one one being Willington Island. Vallarpadam is hustled near the Port of Kochi, the island only has a meagre population of around 10000 people. Considered to be one of the most picturesque and scenic places in the region, the town is mostly famous for the Basilica of Our Lady of Ransom, known as the Vallarpadam Church. ",,
PL-01090,Vasco da Gama Square,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.9,," Many stalls serving various edibles such as coconuts, nuts, sea-food, ice-creams and local fares scatter the narrow esplanade along the Kochi beach which is the Vasco da Gama Square. One can even watch local fisherman fishing along the shoreline. ",,
PL-01091,Veeranpuzha Beach,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," Veeranpuzha Beach is one of the popular beaches in Kochi. With beautiful blue waters and golden sandy shores, the beach is lined with green vegetation. The proximity of fishing villages from the beach ensures the activity of fisherfolks at work all day long at the shores. You can visit Veeranpuzha to watch the fishermen at work, or to have a glimpse of the laid back rural vibe, or to witness the beautiful sunset and sunrise, or just to soak in the natural environment. ",,
PL-01092,Veeranpuzha lake and Backwaters,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.2,," Veeranpuzha is a beautiful lake in Kochi along with a series of brackish lagoons and lakes lying parallel to the Malabar coast, which form beautiful backwaters. ",,
PL-01093,Willingdon Island,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.2,," The Willingdon Island is one of the largest human-made islands in India which is named after Lord Willingdon, the British Viceroy of India. This beautiful island provides various links between Kochi port and other national and international ports ",,
PL-01094,Wonderla Amusement Park,,Kerala,ST-17,,Ernakulam,Kochi,CT-0098,,Parks & Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,INR,5.5,All,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/a3/72/flash-tower-is-a-shoot.jpg?w=1200&h=1200&s=1,Top_Indian_Places_to_Visit|Tourist_Places_merged,,2,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.6,41000.0," An amusement park filled with breathtaking charm, Wonderla has everything one can need to celebrate with vivacity. With over 50 exhilarating rides, the theme park has all the facilities to provide for an exciting experience for every visitor irrespective of their age and gender. It offers the thrill of both land-based and water-based rides. ",,2016
PL-01095,Artificial Off Shore Coral Reef,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.3,," Honoured as India's first offshore coral reef, Artificial offshore coral reef in Kovalam has gained popularity. This major project aimed to protect and enhance the environment by the government of Kerala in association with the Department of harbour engineering.  ",,
PL-01096,Aruvikkara Dam,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,," Located 16 km north of Trivandrum, Aruvikkara Dam is situated on the banks of the river Karamana. It is a favorite getaway for visitors who wish to feed the fishes that pop up on the shore or take a casual stroll around the picnic spots near the dam. ",,
PL-01097,Ashoka Beach,Chowara Beach; Hawah Beach,Kerala,ST-17,,,Kovalam,CT-0099,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,," A beautiful extension of the Samudra Beach, Ashoka Beach is a quiet, deserted stretch of land in Kovalam, Kerala. Mostly frequented by romantic couples owing the serenity and solitude of the place, the beach also has several ayurvedic spa centres to help you destress, refresh and rejuvenate from the monotony of life.  ",,
PL-01098,Ayurvedic Massages & Spa,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,," When in Kovalam, you absolutely have to indulge in treating yourself with the world-known Ayurvedic massages and spas. This is one of the topmost things to do in Kovalam. With a variety of techniques and herbal oils, the massages leave you completely relaxed and wanting for some more. Some hotels have this in-house facility while there are other places as well where you can avail it. ",,
PL-01099,Catamaran Ride,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,, One of the most unique things to do in Kovalam is riding on a catamaran. Floating on top of the serene blue waters and letting the wind rush at your face is definitely going to be one of the most memorable experiences of your life. You can try out the activity at the Vellayani Lake or the Hawah Beach. The boats are mostly traditional and are rowed with the help of paddles. ,,
PL-01100,German Bakery,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,," German Bakery is one of the most popular bakeries in Kovalam and it serves mouth watering German cuisine. Besides the English ambiance and delicious food, you can also enjoy the beachy views as the restaurant is located on the Lighthouse Beach. You can also relish sumptuous Ayurvedic meals in the cafe.  ",,
PL-01101,Halcyon Castle,,Kerala,ST-17,,,Kovalam,CT-0099,,Forts & Palaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.3,," Primly sitting atop a rock on the beach, Haylcon Castle was built by Her Highness, The Queen of Travancore Maharani Sethu Lakshmi Bai as a private residence. ",,
PL-01102,Karamana River,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," Originating from the southern part of the western ghats, the Karaman River is a prominent tourist attraction in Trivandrum. The river flows through a small suburb called Karamana. It attracts many tourists with various indulging activities. ",,
PL-01103,Kovalam Art Gallery,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,," Kovalam Art Gallery is home to many intricate paintings, artefacts and one of the favourite tourist spots in Kovalam. It is at a proximate distance from Hawah Beach, Trivandrum. It is a feast for the eyes of artist and art lover alike who wish to place their eyes on traditional Indian art. ",,
PL-01104,Kovalam Beach,,Kerala,ST-17,,,Kovalam,CT-0099,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,INR,2.0,All,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Kovalam_beach_trivandrum_kerala.jpg,Top_Indian_Places_to_Visit,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.4,68000.0,,,Unknown
PL-01105,Kovalam Houseboat,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,," Staying in a houseboat is one of the unique experiences and one of the most exotic things things to do in Kovalam. In addition to relishing amazing Malabari cuisines, you can also enjoy stunning locales, rich green paddy fields and emerald plantations. You can avail the opportunity at the Ashtamudi Lake or the Karamana River. ",,
PL-01106,Lighthouse Beach,,Kerala,ST-17,,,Kovalam,CT-0099,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,," Mainly known for its 35 m high lighthouse atop Kurumkal hillock, this beach offers are sandy walk and lip smacking sea food to its visitors. ",,
PL-01107,Pozhikkara Beach,,Kerala,ST-17,,,Kovalam,CT-0099,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,," Pozhikkara is a beautiful beach in Kovalam at the inter-junction of the backwaters meeting the sea. Lined with tall towering trees and healthy vegetation, the beach is one of the most green beaches of the city. Perfect for swimming and sunbathing, the beach also has myriad other options to make your trip fun. You can also try the delicious mouth watering local food from the stalls and shacks on the shores. ",,
PL-01108,Samudra Beach,,Kerala,ST-17,,,Kovalam,CT-0099,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.3,, A large promontory separates this Northern beach from the southern side. Samudra Beach is where you can enjoy the sight of shoreline fishing and watch local fishermen ply their trade. There is also a mosque on this beach. ,,
PL-01109,Surfing,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.7,, Surfing in India is not the way it seems. The beautiful beaches spreading across the 7500 km of coastline in India provides exciting surf spots for surfing enthusiasts. ,,
PL-01110,Thiruvallam Parasurama Temple,,Kerala,ST-17,,,Kovalam,CT-0099,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.3,," Thiruvallam Parasurama Temple is situated on the banks of Karamana River. It is known to be the only temple in Kerala dedicated to Lord Parasurama. According to the folklore the 2000-year-old temple is believed to have visited by Parasurama, the sixth incarnation of Lord Vishnu.  ",,
PL-01111,Valiyathura Pier,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,, Valiyathura Pier became one of the most famous spots of south Kerala in 1950. Earlier it was extensively used for transport of cargo and currently its mostly used by fishermen to launch catamarans during rough weather. ,,
PL-01112,Veli Tourist Village,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," The Veli Tourist Village is a famous picnic spot in the mouth of the River Veli. Situated 12 km from Thiruvananthapuram, the site offers various indulging activities. The most prominent ones are the pedal/speedboat that explored the lagoon, the children's park, horse rides and swimming pool. ",,
PL-01113,Vellayani Lake,,Kerala,ST-17,,,Kovalam,CT-0099,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.7,," One of the most popular freshwater lakes, Velliyani Lake, is located 7km away from Kovalam in Trivandrum, Kerala. Velliyani lake is also known as 'Velliyani Kayal' in the regional language Malayalam. Spread over 7.5 acres, the lake is a significant water source for irrigation and drinking purposes.
 ",,
PL-01114,Vizhinjam Beach,,Kerala,ST-17,,,Kovalam,CT-0099,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,, Vizhinjam Beach is one of the most popular beaches in Kovalam which houses a lighthouse and an impressive marine aquarium. The beach is also known to be one of the largest ports in India. ,,
PL-01115,Vizhinjam Marine Aquarium,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.2,," Located near Theatre Junction in Kovalam, Vizhinjam Marine Aquarium is situated in one of the busiest fishing harbours. Officially known as Sagarika marine research aquarium, the place houses a large variety of rare aquatic species like squirrelfish, clownfish, moon wrasse and a school of invertebrates and ornamental fishes.  ",,
PL-01116,Vizhinjam Rock Cut Cave Temple,,Kerala,ST-17,,,Kovalam,CT-0099,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.5,, Vizhinjam is a seaside hamlet very close to the scenic Kovalam Beach. It is situated 17 km from Trivandrum.Vizhinjam Caves have rock cut sculptures from the 8th century that houses one-celled shrine of Vinandhara Dakshinamurthi with an unfinished statue of Shiva and Parvathi on either side. ,,
PL-01117,Water Sports in Kovalam,,Kerala,ST-17,,,Kovalam,CT-0099,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.0,," Kovalam has a beautiful beach surrounded by rows of green palm groves. It is one of the most picturesque beaches of India with a wide variety of water sports activities.  The beach can be divided into three parts. Lighthouse beach, which lies to the South, the northernmost part is known as Samudra and Hawah which is located in the centre.  ",,
PL-01118,Kozhikode Beach,,Kerala,ST-17,,Kozhikode,Kozhikode,CT-0100,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,INR,1.5,All,,https://www.keralatourism.org/_next/image/?url=http%3A%2F%2F127.0.0.1%2Fktadmin%2Fimg%2Fpages%2Fmobile%2Fkozhikode-beach-1724136273_4f4e219404e64aa92290.webp&w=3840&q=75,Top_Indian_Places_to_Visit,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.9,5900.0,,,Unknown
PL-01119,Kumarakom Bird Sanctuary,,Kerala,ST-17,,,Kumarakom,CT-0101,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,INR,2.0,All,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/ab/f4/les-sentiers.jpg?w=1200&h=-1&s=1,Top_Indian_Places_to_Visit,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,10000.0,,,1972
PL-01120,Anayirankal Dam,,Kerala,ST-17,,,Munnar,CT-0102,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,," The Anayirankal Dam is located right in between a verdant carpet of tea plantations and a thicket of evergreen forests. It is one of the largest earthen dams and was completed in the 1960s. It is also one of the earliest dams made with concrete. 
 ",,
PL-01121,Atukkad Waterfalls,Kuthumkal Waterfalls; Lakkom Water Falls; Nyayamakad Waterfalls,Kerala,ST-17,,,Munnar,CT-0102,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.7,," Nestled 2 km away from Munnar amidst beautiful hills and lush green jungles, this pristine waterfall makes for romantic escapades and picnics site. However, the road to Atukkad is very narrow and needs a lot of experience to drive on. The pool formed at the base of the waterfall is suitable for taking a dip! ",,
PL-01122,Bird Watching at Salim Ali Bird Sanctuary,,Kerala,ST-17,,,Munnar,CT-0102,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,," Bird watching and spotting can become an addictive joy with the help of trained guides. The Thattekkad Sanctuary is home to some of the rare species of birds such as Crimson-Throated Barbet, Bee-eater, Sunbird, Shrike, Black winged Kite, and the Night Heron. ",,
PL-01123,CSI Christ Church,,Kerala,ST-17,,,Munnar,CT-0102,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,," CSI Christ Church is over a century old church famous for its religious & historic significance and its gothic style architecture. The church was built in the memory of the beloved wife of Henry Knight, Ilianor Knight, in the early 1900s. The site also served as a cemetery for the British Planters. The structure is made of granite and is adorned with beautiful stained glass work and brass plaques. ",,
PL-01124,Chinnakanal Waterfalls,,Kerala,ST-17,,,Munnar,CT-0102,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," Flowing from a height of 800 m, Chinnakanal Waterfalls is a sight of sheer beauty. These falls lays just 16 km away from Munnar. ",,
PL-01125,Chithirapuram,,Kerala,ST-17,,,Munnar,CT-0102,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,," Situated 10 km off Munnar, Chithirapuram is a place famous for its rustic environ and old world charm. It also houses old playgrounds and courts, bungalows, sleepy little cottages and tea plantations adding to the charm of the village. ",,
PL-01126,Chokramudi Peak,,Kerala,ST-17,,,Munnar,CT-0102,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,," Located in the Eravikulam National Park at an altitude of 7200 feet, Chokramudi Peak is one of the highest peaks in Munnar. It is quite isolated from the range but provides a fabulous view of the surrounding valleys & mountains covered with stunning dense forestation and the lush green tea plantations. One can also get a beautiful view of the Idukki Dam located nearby. ",,
PL-01127,Elephant Lake,,Kerala,ST-17,,,Munnar,CT-0102,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,," Situated amidst exuberant tea plantations, dense green woods, rolling hillocks and vibrant grasslands, Elephant Lake, also known as Anayirangal or Elephant Arrival Lake is one of the most idyllic and picturesque spots located at a distance of 22 kms from Munnar. Popular as a booming picnic destination, the scintillating lake offers panoramic views of the calm reservoir and foggy clouds, all in the backdrop of lush green Tata Tea Estates.  ",,
PL-01128,Eravikulam (Rajamalai) National Park,,Kerala,ST-17,,,Munnar,CT-0102,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.6,," Located a 45-minute drive away from Munnar, the Eravikulam National Park (also known as Rajamalai Wildlife Sanctuary) is a UNESCO world heritage site. Elephant, Nilgiri langur, Nilgiri marten, Atlas moth (largest in the world), lion-tailed macaque, small-clawed otter, and a rare tiger or leopard are some of the main animal species that can be spotted here. ",,
PL-01129,Floriculture Centre,,Kerala,ST-17,,,Munnar,CT-0102,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,," Against the backdrop of tea plantations, you will find a well-manicured garden called Floriculture Centre. The park features a large variety of flowers and some herbal plants maintained by the Kerala Forest Development Corporation. ",,
PL-01130,High Range Club,,Kerala,ST-17,,,Munnar,CT-0102,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,," Run by Corporate Planters, this High Range Club is associated with 41 other clubs in the country and also with 2 overseas clubs offering a variety of amusement activities. ",,
PL-01131,Indo Swiss Dairy Farm,,Kerala,ST-17,,,Munnar,CT-0102,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,, Indo Swiss Dairy Farm is a cattle development and research centre that spreads over an area of 469 acres of lush green grasslands and is home to a variety of high-quality cattle. The farm rears about 400 heads of cattle and is the headquarter of the Indo-Swiss Livestock Project that was launched in 1963 on mutual agreement between the Swiss and the Indian Government. ,,
PL-01132,Kolukkumalai Tea Estate,,Kerala,ST-17,,,Munnar,CT-0102,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.8,," Located 35 km off Munnar is the Kolukkumalai Tea Estate, perched at an altitude of 7000 ft. above sea level. This orthodox tea factory lays claim to being one of the highest in the world and is famous for its flavoursome tea. It takes about 52 minutes to reach here by jeep from Munnar. At the tea factory here, tea leaves are still handpicked, rolled, cooled, fermented and manually packed for distribution.  ",,
