city_id,city_name,state,state_code,district,latitude,longitude,destination_type,description,ideal_duration_days,best_time_to_visit,budget_level,is_major_destination,tourist_place_count,coverage_status,source,last_verified
CT-0101,Kumarakom,Kerala,ST-17,,,,Lake & Backwater,"Kumarakom is a cluster of little islands on the Vembanad Lake in Kerala. Also known as the Queen of Vembanad, Kumarakom is the most famous places to visit near Trivandrum for Kerala backwaters, and among the must include places in Kerala tour packages. It is about 56 km from Kochi, 36 km from Alleppey, and 164 km from Trivandrum.Kumarakom is a special tourism zone in Kerala due to the special ecol...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0102,Munnar,Kerala,ST-17,,,,Hill Station,"Situated at an altitude ranging from 5000 to 8000 feet on the Kannan Devan Hills, the fascinating hill station of Munnar is one of the best tourist places in Kerala and among the must include places in honeymoon tour packages. It is about 120 km from Kochi, and 284 km from Trivandrum.Often referred to as the Swiss of South India, Munnar is one of the famous weekend getaways from Kochi, Coimbatore ...",2-3,September-March,,True,46,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0103,Nelliyampathy,Kerala,ST-17,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0104,Thekkady,Kerala,ST-17,,,,Hill Station,"Periyar Wildlife Sanctuary is one of the top wildlife sanctuaries in Kerala, especially for wildlife enthusiasts. Situated about 82 km from Munnar, 143 km from Kochi, and 211 km from Trivandrum, it is one of the must include places in Kerala tour packages.Established in the year 1950, the sanctuary is spread across 777 sq. km, of which 360 sq. km is a thick evergreen forest. The splendid artificia...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0105,Thiruvananthapuram,Kerala,ST-17,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Alappuzha,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Ernakulam,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Idukki,,,,,,,,True,17,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Kannur,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Kasaragod,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Kollam,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Kottayam,,,,,,,,True,29,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Kozhikode,,,,,,,,True,27,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Malappuram,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Palakkad,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Pathanamthitta,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Thiruvananthapuram,,,,,,,,True,20,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Thrissur,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0106,,Kerala,ST-17,Wayanad,,,,,,,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0107,Varkala,Kerala,ST-17,Thiruvananthapuram,,,,,1-2,,,True,21,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0108,Wayanad,Kerala,ST-17,,,,Hill Station,"Wayanad is one of the popular hill stations in Kerala, and among the best places to visit near Kozhikode. It is about 118 km from Ooty, 246 km from Kochi, and 442 km from Trivandrum. Wayanad is a picturesque plateau nestled among the mountains of the Western Ghats on the borders of Tamil Nadu and Karnataka. This hill district is home to several lakes, caves, sanctuaries, and waterfalls which are t...",1-2,October-May,,True,31,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0109,Diskit,Ladakh,ST-18,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0110,Dras,Ladakh,ST-18,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0111,Hemis,Ladakh,ST-18,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0112,Kargil,Ladakh,ST-18,Kargil,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0113,Leh,Ladakh,ST-18,Leh (Ladakh),,,,,,,,False,4,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0114,Nubra Valley,Ladakh,ST-18,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0115,Amarkantak,Madhya Pradesh,ST-20,Shahdol,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0116,Bandhavgarh,Madhya Pradesh,ST-20,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0117,Bhimbetka,Madhya Pradesh,ST-20,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0118,Bhopal,Madhya Pradesh,ST-20,Bhopal,,,,,,,,False,4,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0119,Chitrakoot,Madhya Pradesh,ST-20,Satna,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0120,Gwalior,Madhya Pradesh,ST-20,Gwalior,,,Historical & Heritage,"At a distance of 121 km from Agra, 174 km from Mathura, 268 km from Kanpur, 330 km from New Delhi, 334 km from Lucknow, 346 km from Jaipur, 448 km from Bhopal and 459 km from Allahabad, Gwalior is a historical city situated in the central Indian state of Madhya Pradesh. It is one of the important tourist places near Agra and also one of the top tourist destinations in Madhya Pradesh.One of the mos...",1-2,,,True,32,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0121,Indore,Madhya Pradesh,ST-20,Indore,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0122,Jabalpur,Madhya Pradesh,ST-20,Jabalpur,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0123,Kanha,Madhya Pradesh,ST-20,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0124,Khajuraho,Madhya Pradesh,ST-20,Chhatarpur,,,Historical & Heritage,"At a distance of 47 km from Chhatarpur, 118 km from Satna, 179 km from Jhansi, 223 km from Kanpur, 265 km from Jabalpur, 283 km from Gwalior, 283 km from Allahabad, 388 km from Bhopal and 624 km from Delhi, Khajuraho is a historical town located in Chhatarpur district of Madhya Pradesh. Khajuraho is one of the top places to visit in Madhya Pradesh and among the must include places in your Madhya P...",1-2,,,True,17,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0125,Mandu,Madhya Pradesh,ST-20,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0126,Orchha,Madhya Pradesh,ST-20,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0127,Pachmarhi,Madhya Pradesh,ST-20,,,,,,2-3,,,True,18,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0128,Ujjain,Madhya Pradesh,ST-20,Ujjain,,,,,1-2,,,True,20,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0129,Ajanta,Maharashtra,ST-21,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0130,Ajanta and Ellora Caves,Maharashtra,ST-21,,,,,,1-2,,,True,12,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0131,Aurangabad,Maharashtra,ST-21,Aurangabad,,,,,3-4,,,True,37,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0132,Kolhapur,Maharashtra,ST-21,Kolhapur,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0133,Latur,Maharashtra,ST-21,Latur,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0134,Lonavala,Maharashtra,ST-21,Pune,,,Hill Station,"Situated at an altitude of 622 m in the Sahyadri Range, Lonavala is a beautiful hill station in the Pune district of Maharashtra. It is one of the top hill stations you must include in Maharashtra tour packages and among the best tourist places to visit near Mumbai & Pune. It is located about 67 km from Pune, and 95 km from Mumbai.Lonavala has several tourist places in the form of caves, lakes, fo...",1-2,,,True,37,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0135,Mahabaleshwar,Maharashtra,ST-21,Satara,,,Hill Station,"Perched at an altitude of 1,353 m in the Western Ghats of Maharashtra, Mahabaleshwar is one of the popular hill stations in Maharashtra, and among the best places to visit near Pune & Mumbai. It is about 123 km from Pune, and 243 km from Mumbai. It is one of the must include places in Maharashtra tour packages.Known for its lovely views, beautiful landscapes, and pleasant weather, Mahabaleshwar is...",2,December-February,,True,30,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0136,Matheran,Maharashtra,ST-21,Raigarh,,,,,1-2,,,True,24,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0137,Nagpur,Maharashtra,ST-21,Nagpur,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0138,Nashik,Maharashtra,ST-21,Nashik,,,Pilgrimage,"Nashik or Nasik is the third-largest city by population in Maharashtra. Situated about 182 km from Mumbai, and 211 km from Pune, it is one of the popular places of pilgrimage in Maharashtra, and among the famous places to visit near Mumbai.Situated at an altitude of 700 m, Nashik is famous for its numerous temples that can be visited as part of Nashik Tour Packages. Panchavati, Someshwar, Ram Kund...",2-3,July-March,,True,32,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0139,Pune,Maharashtra,ST-21,Pune,,,Historical & Heritage,"Situated at the confluence of Mula and Mutha Rivers, Pune is one of the most popular cities in India and the second-largest city in Maharashtra. About 161 km from Mumbai, Pune is one of the must include places in Maharashtra tour packages.Pune boasts of several historical monuments from the Maratha period and many places of tourist interest. Shaniwar Wada, Osho Ashram, Dagdusheth Ganapathi, Patale...",1-3,,,True,49,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0140,Ratnagiri,Maharashtra,ST-21,Ratnagiri,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0141,Satara,Maharashtra,ST-21,Satara,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0142,Shirdi,Maharashtra,ST-21,Ahmadnagar,,,Pilgrimage,"Shirdi is a pilgrimage town located in the Ahmednagar district of Maharashtra. About 180 km from Pune, and 258 km from Mumbai, this is one of the popular places pilgrimage in Maharashtra, and among the best places to visit near Aurangabad.Shirdi is home to the shrine of Shirdi Sai Baba, the star attractions of Shirdi Tour. Sai Baba, who belonged to the 20th century, is known as one of the greatest...",1-2,,,True,22,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0143,Solapur,Maharashtra,ST-21,Solapur,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0144,Tarkarli,Maharashtra,ST-21,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0145,Imphal,Manipur,ST-22,Imphal West & Imphal East,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0146,Cherrapunji,Meghalaya,ST-23,,,,Hill Station,"At a distance of 54 km from Shillong, 80 km from Mawsynram, 84 km from Dawki, 146 km from Guwahati, 292 km from Tezpur, Cherrapunji or Cherrapunjee is a small sub divisional town in the East Khasi Hills district of Meghalaya. It is one of the wettest places on the earth and among the must visit places in Meghalaya as part of honeymoon tour packages.The original name for this town was Sohra, which ...",1-2,,,True,15,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0147,Shillong,Meghalaya,ST-23,East Khasi Hills,,,Hill Station,"At a distance of 98 km from Guwahati, 377 km from Dhaka, 414 km from Kohima, 420 km from Cooch Behar, 572 km from Siliguri, 594 km from Darjeeling, 631 km from Gangtok and 1116 km from Kolkata, Shillong is a mesmerizing hill station in East Khasi Hills district of Meghalaya in India. Shillong is the capital city of Meghalaya as well as the headquarters of East Khasi Hills district. It is one of th...",,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0148,Aizawl,Mizoram,ST-24,Aizawl,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0149,Balasore,Odisha,ST-26,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0150,Berhampur,Odisha,ST-26,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0151,Bhubaneswar,Odisha,ST-26,Khordha,,,City,"At a distance of 16 km from Cuttack, 58 km from Puri, 61 km from Konark, 191 km from Balasore, 264 km from Sambalpur, 342 km from Rourkela, 431 km from Vizag, 439 km from Kolkata and 456 km from Ranchi, Bhubaneswar or Bhubaneshwar is an ancient city situated in Khordha district of Odisha, India. It is the capital city of Odisha and also one of the best places to experience Odisha Tourism.Known as ...",1-2,,,True,31,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0152,Chilika,Odisha,ST-26,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0153,Cuttack,Odisha,ST-26,Cuttack,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0154,Kendujhar,Odisha,ST-26,Kendujhar,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0155,Keonjhar,Odisha,ST-26,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0156,Konark,Odisha,ST-26,Puri,,,Historical & Heritage,"At a distance of 36 km from Puri, 61 km from Bhubaneswar, 111 km from Ratanpur, 394 km from Rourkela, 408 km from Jamshedpur, 462 km from Vizag, 482 km from Raigarh and 522 km from Ranchi, Konark is a small town in Puri district of Odisha along the coast of Bay of Bengal. Renowned world over for the Sun Temple, Konark is one of the top tourist destinations in Odisha and also one of the popular pla...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0157,Puri,Odisha,ST-26,Puri,,,Beach,"At a distance of 36 km from Konark, 58 km from Bhubaneswar, 82 km from Cuttack, 390 km from Rourkela, 407 km from Jamshedpur, 434 km from Vizag, 495 km from Kolkata, and 522 km from Ranchi, Puri is an ancient temple town situated along the coast of Bay of Bengal in Odisha. Puri is one of the places of original holy Char Dham Yatra of Hinduism and also one of the top places to experience Odisha Tou...",1-2,,,True,20,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0158,Rourkela,Odisha,ST-26,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0159,Sambalpur,Odisha,ST-26,Sambalpur,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0160,Auroville,Puducherry,ST-27,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0161,Pondicherry,Puducherry,ST-27,Pondicherry,,,Beach,"At a distance of 170 km from Chennai, 204 km from Trichy, 233 km from Tirupati, 335 km from Madurai, 639 km from Trivandrum, 578 km from Kanyakumari, 96 km from Mahabalipuram, 368 km from Bangalore and 564 km from Kochi, Pondicherry or Puducherry is a city and capital of the Union Territory of Pondicherry and is one of the most popular tourist destinations you must include in honeymoon packages. I...",2-3,,,True,39,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0162,Puducherry,Puducherry,ST-27,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0163,Amritsar,Punjab,ST-28,Amritsar,,,Historical & Heritage,"At a distance of 82 km from Jalandhar, 140 km from Ludhiana, 240 km from Chandigarh, 207 km from Dalhousie, 244 km from Patiala, 366 km from Shimla, 443 km from Srinagar and 466 km from New Delhi Amritsar is an ancient pilgrimage town and headquarters of Amritsar district in Punjab state. It is the most popular Sikh shrine in Punjab and also one of the top places of pilgrimage in India.Amritsar li...",2-3,October-March,,True,33,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0164,Chandigarh,Punjab,ST-28,Chandigarh,,,,,1-2,,,True,47,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0165,Ludhiana,Punjab,ST-28,Ludhiana,,,,,,,,False,2,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0166,Ajmer,Rajasthan,ST-29,Ajmer,,,Historical & Heritage,"Ajmer or Ajmere is one of the popular pilgrimage sites near Delhi, and among the most important religious places to visit in Rajasthan. It is situated about 132 km from Jaipur, and 390 km from Delhi. Ajmer is can be visited along with Jaipur tour packages. The city of Ajmer gets its name from 'Ajay Meru' which means invincible hills. Ajmer is home to the famous Dargah Sharif, which houses the Tomb...",1-2,,,True,21,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0167,Bikaner,Rajasthan,ST-29,Bikaner,,,Historical & Heritage,"Bikaner is a vibrant desert town in the middle of the Thar Desert in Rajasthan, India. About 333 km from Jaipur, and 435 km from Delhi, it is one of the famous places of heritage in India, and among the must include places in Rajasthan tour packages.Formerly the capital of the princely state of Bikaner, the city was founded by Rao Bika in 1486 CE. The Junagarh Fort, built during the reign of Raja ...",1-2,,,True,21,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0168,Chittorgarh,Rajasthan,ST-29,,,,Historical & Heritage,"Chittorgarh or Chittaurgarh is a historical city and municipality located on the banks of river Gambhiri and Berach in Rajasthan, India. About 117 km from Udaipur, and 620 km from Delhi, it is one of the top heritage places in Rajasthan, and among the must include places in Rajasthan tour packages.Chittorgarh is the former capital of the Sisodia dynasty of Mewar, and this fascinating destination c...",1,,,True,16,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0169,Jaipur,Rajasthan,ST-29,Jaipur,,,Historical & Heritage,"Popularly called the Pink City, Jaipur is the capital city of Rajasthan in Northern India. It is one of the famous places to visit in India, and among the must include places in Rajasthan tour packages. It is situated about 268 km from Delhi. Along with Delhi and Agra, Jaipur forms the Golden Triangle of Indian tourism. Jaipur attracts numerous visitors from all over the world due to its rich heri...",2-3,November-March,,True,47,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0170,Jaisalmer,Rajasthan,ST-29,Jaisalmer,,,Historical & Heritage,"Lies in the heart of Thar Desert, Jaisalmer is one of the must include places in Rajasthan tour packages, and among the prominent heritage sites in India. It is situated about 278 km from Jodhpur, and 762 km from Delhi.Jaisalmer is popularly called the 'Golden City of India' because the yellow sand and the yellow sandstone used in the architecture of the city provide a golden glow to the city. Jai...",2-3,,,True,35,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0171,Jodhpur,Rajasthan,ST-29,Jodhpur,,,Historical & Heritage,"Jodhpur is the second-largest city in the Indian state of Rajasthan. About 562 km from Delhi, it is one of the top tourist places in India, and among the must include places in Rajasthan packages.Jodhpur is featuring many palaces, forts, and temples, set in the stark landscape of the Thar Desert. The landscape is scenic and mesmerizing that one can experience as part of Jodhpur packages. Also know...",1-2,,,True,40,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0172,Mount Abu,Rajasthan,ST-29,Sirohi,,,,,1-2,,,True,19,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0173,Pushkar,Rajasthan,ST-29,Ajmer,,,,,1-2,,,True,13,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0174,Sawai Madhopur,Rajasthan,ST-29,Sawai Madhopur,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0175,Udaipur,Rajasthan,ST-29,Udaipur,,,Historical & Heritage,"Udaipur is a historical city and also the administrative headquarters of the Udaipur district in the Indian state of Rajasthan. About 399 km from Jaipur, & 656 km from Delhi, it is one of the top heritage sites near Delhi, and among the must include places in Rajasthan tour packages. The city has an abundance of natural beauty, mesmerizing temples, and breathtaking architecture which are the prime...",2-3,October-March,,True,41,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0176,Gangtok,Sikkim,ST-30,East,,,Hill Station,"At a distance of 78 km from Kalimpong, 96 km from Darjeeling, 115 km from Pelling, 117 km from Siliguri, 403 km from Darbhanga, 496 km from Muzzafarpur, 543 km from Guwahati, and 670 km from Kolkata, Gangtok is a fascinating hill town and the capital of north-eastern state of Sikkim, India. Known for its cleanliness and breathtaking beauty, it is one of the popular places to visit in Sikkim and is...",2-4,,,True,31,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0177,Namchi,Sikkim,ST-30,South,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0178,Pelling,Sikkim,ST-30,,,,Hill Station,"At a distance of 7 km from Gyalshing, 45 km from Ravangla, 58 km from Namchi, 69 km from Darjeeling, 88 km from Kalimpong, 113 km from Gangtok, 127 km from Siliguri, 447 km from Darbhanga, 551 km from Guwahati and 682 km from Kolkata, Pelling is a wonderful hill station located in the West Sikkim district of north Indian state of Sikkim. Situated at an altitude of 6,800 feet, Pelling is the second...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0179,Ravangla,Sikkim,ST-30,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0180,Chennai,Tamil Nadu,ST-31,Chennai,13.0138563,80.2637778,City,,,,,True,47,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0181,Chettinad,Tamil Nadu,ST-31,,10.138042833333333,78.77101599999999,Heritage Destination,,,,,False,6,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0182,Chidambaram,Tamil Nadu,ST-31,Cuddalore,,,Historical & Heritage,"Chidambaram is a pilgrimage town in Tamil Nadu. Well known for Nataraja Temple, Chidambaram temple is one of the most celebrated shrines in South India and also one of the famous Tamilnadu places to visit. It is about 66 km from Pondicherry, and 217 km from Chennai.Also known as Thillai, the town is known for the Thillai Nataraja Temple which is dedicated to Lord Shiva. Built during the 11th centu...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0183,Coimbatore,Tamil Nadu,ST-31,Coimbatore,10.9989072,76.9405773,City,,,,,True,35,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0184,Courtallam,Tamil Nadu,ST-31,,8.929916666666665,77.26140166666667,Nature Destination,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0185,Hogenakkal,Tamil Nadu,ST-31,,12.116524333333333,77.778954,Nature Destination,,,,,False,8,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0186,Kanchipuram,Tamil Nadu,ST-31,,12.837337600000001,79.7051754,Pilgrimage,,,,,False,5,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0187,Kanyakumari,Tamil Nadu,ST-31,,8.079387285714287,77.54886542857142,Beach Destination,,,,,True,28,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0188,Kodaikanal,Tamil Nadu,ST-31,Dindigul,10.231296555555556,77.49090455555556,Hill Station,,,,,True,34,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0189,Madurai,Tamil Nadu,ST-31,Madurai,9.918566625,78.110223375,Pilgrimage,,,,,True,23,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0190,Mahabalipuram,Tamil Nadu,ST-31,,12.620899,80.194649625,Heritage Destination,,,,,False,8,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
